"sample_id","redcap_repeat_instance","ngs_runid","duplicate_id","ngs_rundate","ngs_location","ngs_provider","ngs_submission","ngs_platform","primer_scheme","primer_scheme_version","nanopore_platform","ngs_flowcell","illumina_platform","ngs_prep","ngs_barcode","ngs_library","ngs_analysis_type","ngs_merged_from","total_reads","mapped_reads","mean_depth","stdev_depth","median_depth","minimum_reads","maximum_reads","genomecov_depthx1","genomecov_depthx5","genomecov_depthx20","genomecov_depthx100","negative_control_sample","genbank_accession","consensus_coverage","consensus_fasta","ngs_notes","sample_labid","sample_sequenceid","sample_batchid","apha_sub","apha_rv","sample_tissuetype","sample_buffer","country","hmpcr_n405","rtassay","rtqpcr","lateral_flow_test","fat","drit","diagnostic_result","test_centre","diag_notes","genome_length","coverage_percent","qc_status"
"10_2021","1","aqp15","1","12/9/24","Zoonotic Disease Research Laboratory",NA,NA,"Nanopore","rabvPeru2","V2","Minion","FAY42760",NA,"Amplicon","barcode06",NA,NA,NA,"173688","170765","6326.819844","3939.063868","5486","0","19557","11884","11879","11877","11877","No",NA,11827,"10_2021__aqp15__instance1.fasta","ale first test run",NA,NA,NA,NA,NA,"Brain","RNAshield","PER: Peru","NA","Unknown",NA,"NA","NA","NA",NA,"Other",NA,11923,99.1948335150549,"High quality"
"12_2017","1","apq21","1","2025-09-27","Zoonotic Disease Research Laboratory",NA,NA,"Nanopore","rabvPeru2","V2","Minion","FAY40750",NA,"Amplicon","barcode17",NA,NA,NA,"10067","9712","414.2313176","303.3648911","343","0","1633","11879","11877","11877","10980","No",NA,11827,"12_2017__apq21__instance1.fasta",NA,NA,NA,NA,NA,NA,"Brain","RNAshield","PER: Peru","NA","Unknown",NA,"NA","NA","NA",NA,"Other",NA,11923,99.1948335150549,"High quality"
"14","1","run2_21","1","29/10/2021","RITM",NA,NA,"Nanopore","rabvSEasia",NA,"Minion","FAQ75669",NA,"Amplicon","barcode03",NA,"Single run",NA,"210965","210965","7361.692508","3747.191029","6960.5","0","17037","11892","11889","11676","11676","No","NA",11588,"14__run2_21__instance1.fasta",NA,NA,NA,NA,NA,NA,NA,"Unknown","PHL: Philippines",NA,NA,NA,NA,NA,NA,NA,"RITM",NA,11932,97.1169963124371,"High quality"
"15_2021","1","aqp15","1","12/9/24","Zoonotic Disease Research Laboratory",NA,NA,"Nanopore","rabvPeru2","V2","Minion","FAY42760",NA,"Amplicon","barcode11",NA,NA,NA,"134924","132244","5259.103665","3116.916143","4680","0","16945","11891","11879","11877","11877","No",NA,11827,"15_2021__aqp15__instance1.fasta","ale first test run",NA,NA,NA,NA,NA,"Brain","RNAshield","PER: Peru","NA","Unknown",NA,"NA","NA","NA",NA,"Other",NA,11923,99.1948335150549,"High quality"
"16_2021","1","aqp16","1",NA,"Zoonotic Disease Research Laboratory",NA,NA,"Nanopore","rabvPeru2","V2","Minion","FAY26929","Unknown","Amplicon","barcode04",NA,"Single run",NA,"24666","22435","975.9361738","614.3578772","793","0","3675","11906","11878","11878","11875","No",NA,11827,"16_2021__aqp16__instance1.fasta",NA,NA,NA,NA,NA,NA,"Brain","RNAshield","PER: Peru","NA","Unknown",NA,"NA","NA","NA",NA,"Other",NA,11923,99.1948335150549,"High quality"
"19-30","1","run2_21","1","29/10/2021","RITM",NA,NA,"Nanopore","rabvSEasia",NA,"Minion","FAQ75669",NA,"Amplicon","barcode23",NA,"Single run",NA,"123570","123570","4143.805481","2115.262279","3821","0","9692","11887","11884","11677","11676","No","NA",11590,"19-30__run2_21__instance1.fasta",NA,NA,NA,NA,NA,NA,NA,"Unknown","PHL: Philippines",NA,NA,NA,NA,NA,NA,NA,"RITM",NA,11932,97.1337579617834,"High quality"
"19-40","1","run2_21","1","29/10/2021","RITM",NA,NA,"Nanopore","rabvSEasia",NA,"Minion","FAQ75669",NA,"Amplicon","barcode24",NA,"Single run",NA,"125074","125074","4173.567214","2181.03051","3793","0","10132","11903","11886","11885","11730","No","NA",11799,"19-40__run2_21__instance1.fasta",NA,NA,NA,NA,NA,NA,NA,"Unknown","PHL: Philippines",NA,NA,NA,NA,NA,NA,NA,"RITM",NA,11932,98.8853503184713,"High quality"
"21-8108(1639)","1","miseq3","1","7/16/13","CVR",NA,NA,"Illumina",NA,NA,NA,NA,"Miseq",NA,"N706/S502",NA,"Single run",NA,"472571","5342","121.4083704","57.64238525","107","0","307","11922","11883","11770","6990","No",NA,99.66451396,NA,NA,"RV2768","RV2768","11-May","SUB1639","RV2768","Brain","Unknown","TZA: Tanzania","Pos2","Unknown",NA,"NA","NA","NA","Positive","APHA;CVL",NA,11923,0.835901316447203,"Low coverage"
"22_2016","1","aqp17","1",NA,"Zoonotic Disease Research Laboratory",NA,NA,"Nanopore","rabvPeru2","V2","Minion","FAY26929","Unknown","Amplicon","barcode07",NA,"Single run",NA,"33965","30597","1096.708798","892.3021698","937","0","4218","11891","11879","11878","11153","No",NA,11827,"22_2016__aqp17__instance1.fasta",NA,NA,NA,NA,NA,NA,"Brain","RNAshield","PER: Peru","NA","Unknown",NA,"NA","NA","NA",NA,"Other",NA,11923,99.1948335150549,"High quality"
"22_2018","1","aqp19","1",NA,"Zoonotic Disease Research Laboratory",NA,NA,"Nanopore","rabvPeru2","V2","Minion","FAY26752",NA,"Amplicon","barcode05",NA,NA,NA,"36792","35246","1348.621991","805.4734672","1212","0","3724","11882","11879","11878","11877","No",NA,11827,"22_2018__aqp19__instance1.fasta",NA,NA,NA,NA,NA,NA,"Brain","RNAshield","PER: Peru","NA","Unknown",NA,"NA","NA","NA",NA,"Other",NA,11923,99.1948335150549,"High quality"
"23_2020","1","aqp18","1",NA,"Zoonotic Disease Research Laboratory",NA,NA,"Nanopore","rabvPeru2","V2","Minion","FAY28417","Unknown","Amplicon","barcode22",NA,"Single run",NA,"7947","6831","247.819844","220.0925476","199","0","1171","11880","11698","11116","8990","No",NA,10319,"23_2020__aqp18__instance1.fasta",NA,NA,NA,NA,NA,NA,"Brain","RNAshield","PER: Peru","NA","Unknown",NA,"NA","NA","NA",NA,"Other",NA,11923,86.5470099807096,"Usable"
"24_2019","1","aqp17","1",NA,"Zoonotic Disease Research Laboratory",NA,NA,"Nanopore","rabvPeru2","V2","Minion","FAY26929","Unknown","Amplicon","barcode11",NA,"Single run",NA,"54136","50659","2468.229221","1365.676284","2223","0","6943","11895","11880","11878","11877","No",NA,11827,"24_2019__aqp17__instance1.fasta",NA,NA,NA,NA,NA,NA,"Brain","RNAshield","PER: Peru","NA","Unknown",NA,"NA","NA","NA",NA,"Other",NA,11923,99.1948335150549,"High quality"
"25_2020","1","aqp17","1",NA,"Zoonotic Disease Research Laboratory",NA,NA,"Nanopore","rabvPeru2","V2","Minion","FAY26929","Unknown","Amplicon","barcode20",NA,"Single run",NA,"17854","15844","566.2783695","526.6100066","428","0","2624","11704","11692","11366","10172","No",NA,11272,"25_2020__aqp17__instance1.fasta",NA,NA,NA,NA,NA,NA,"Brain","RNAshield","PER: Peru","NA","Unknown",NA,"NA","NA","NA",NA,"Other",NA,11923,94.5399647739663,"High quality"
"29_2021","1","aqp15","1","12/9/24","Zoonotic Disease Research Laboratory",NA,NA,"Nanopore","rabvPeru2","V2","Minion","FAY42760",NA,"Amplicon","barcode08",NA,NA,NA,"151769","148676","5826.024239","3667.114659","4992","0","19138","11884","11880","11878","11877","No",NA,11827,"29_2021__aqp15__instance1.fasta","ale first test run",NA,NA,NA,NA,NA,"Brain","RNAshield","PER: Peru","NA","Unknown",NA,"NA","NA","NA",NA,"Other",NA,11923,99.1948335150549,"High quality"
"30_2021","1","aqp14","1",NA,"Zoonotic Disease Research Laboratory",NA,NA,"Nanopore","rabvPeru2",NA,"Minion","FAS90955","Unknown","Amplicon",NA,NA,NA,NA,"50742","50742","2183","936","2127","0","5015","11909","11885","11879","11877","No","PP965359.1",11821,"30_2021__aqp14__instance1.fasta",NA,NA,NA,NA,NA,NA,"Brain","RNAshield","PER: Peru","NA","Unknown",NA,"NA","Positive","NA","Positive","Other",NA,11923,99.1445106097459,"High quality"
"30_2023","1","aqp17","1",NA,"Zoonotic Disease Research Laboratory",NA,NA,"Nanopore","rabvPeru2","V2","Minion","FAY26929","Unknown","Amplicon","barcode17",NA,"Single run",NA,"20754","18353","669.5494423","644.911899","425","0","2855","11886","11879","11620","10925","No",NA,11272,"30_2023__aqp17__instance1.fasta",NA,NA,NA,NA,NA,NA,"Brain","RNAshield","PER: Peru","NA","Unknown",NA,"NA","NA","NA",NA,"Other",NA,11923,94.5399647739663,"High quality"
"31_2021","1","aqp14","1",NA,"Zoonotic Disease Research Laboratory",NA,NA,"Nanopore","rabvPeru2",NA,"Minion","FAS90955","Unknown","Amplicon",NA,NA,NA,NA,"71634","71634","2593","1262","2377","0","7101","11888","11882","11878","11877","No","PP965357.1",11820,"31_2021__aqp14__instance1.fasta",NA,NA,NA,NA,NA,NA,"Brain","RNAshield","PER: Peru","NA","Unknown",NA,"NA","Positive","NA","Positive","Other",NA,11923,99.136123458861,"High quality"
"32_2016","1","aqp17","1",NA,"Zoonotic Disease Research Laboratory",NA,NA,"Nanopore","rabvPeru2","V2","Minion","FAY26929","Unknown","Amplicon","barcode08",NA,"Single run",NA,"39351","38464","1663.281976","834.473131","1596","0","4530","11904","11879","11877","11877","No",NA,11827,"32_2016__aqp17__instance1.fasta",NA,NA,NA,NA,NA,NA,"Brain","RNAshield","PER: Peru","NA","Unknown",NA,"NA","NA","NA",NA,"Other",NA,11923,99.1948335150549,"High quality"
"34_2021","1","aqp12","1",NA,"Zoonotic Disease Research Laboratory",NA,NA,"Nanopore","rabvPeru2",NA,"Minion",NA,"Unknown","Amplicon",NA,NA,NA,NA,"148926","148926","7481.355196","2403.341829","7228","0","13172","11891","11886","11879","11878","No","PP965349.1",10565,"34_2021__aqp12__instance1.fasta",NA,"1",NA,NA,NA,NA,"Brain","RNAshield","PER: Peru","NA","Unknown",NA,"NA","Positive","NA","Positive","Other","labid is epi caseid",11923,88.6102490983813,"Usable"
"35_2018","1","aqp16","1",NA,"Zoonotic Disease Research Laboratory",NA,NA,"Nanopore","rabvPeru2","V2","Minion","FAY26929","Unknown","Amplicon","barcode21",NA,"Single run",NA,"20660","19014","1345.954458","540.1857205","1262","0","3448","11881","11880","11877","11877","No",NA,11827,"35_2018__aqp16__instance1.fasta",NA,NA,NA,NA,NA,NA,"Brain","RNAshield","PER: Peru","NA","Unknown",NA,"NA","NA","NA",NA,"Other",NA,11923,99.1948335150549,"High quality"
"40_2021","1","aqp14","1",NA,"Zoonotic Disease Research Laboratory",NA,NA,"Nanopore","rabvPeru2",NA,"Minion","FAS90955","Unknown","Amplicon",NA,NA,NA,NA,"9237","9237","393","169","374","0","910","11886","11878","11877","11738","No","PP965353.1",11826,"40_2021__aqp14__instance1.fasta",NA,NA,NA,NA,NA,NA,"Brain","RNAshield","PER: Peru","NA","Unknown",NA,"NA","Positive","NA","Positive","Other",NA,11923,99.1864463641701,"High quality"
"40_2025","1","aqp19","1",NA,"Zoonotic Disease Research Laboratory",NA,NA,"Nanopore","rabvPeru2","V2","Minion","FAY26752",NA,"Amplicon","barcode23",NA,NA,NA,"24962","24604","789.7352176","748.9505236","618","0","3128","11701","11617","10558","9529","No",NA,10038,"40_2025__aqp19__instance1.fasta",NA,NA,NA,NA,NA,NA,"Brain","RNAshield","PER: Peru","NA","Unknown",NA,"NA","NA","NA",NA,"Other",NA,11923,84.1902205820683,"Usable"
"41_2020","1","aqp16","1",NA,"Zoonotic Disease Research Laboratory",NA,NA,"Nanopore","rabvPeru2","V2","Minion","FAY26929","Unknown","Amplicon","barcode02",NA,"Single run",NA,"10812","9313","344.3229892","287.3228103","268","0","1476","11881","11878","11371","9853","No",NA,11012,"41_2020__aqp16__instance1.fasta",NA,NA,NA,NA,NA,NA,"Brain","RNAshield","PER: Peru","NA","Unknown",NA,"NA","NA","NA",NA,"Other",NA,11923,92.3593055439067,"High quality"
"41_2024","1","aqp16","1",NA,"Zoonotic Disease Research Laboratory",NA,NA,"Nanopore","rabvPeru2","V2","Minion","FAY26929","Unknown","Amplicon","barcode05",NA,"Single run",NA,"29797","28426","1414.376331","628.7020233","1401","0","3242","11890","11878","11877","11877","No",NA,11827,"41_2024__aqp16__instance1.fasta",NA,NA,NA,NA,NA,NA,"Brain","RNAshield","PER: Peru","NA","Unknown",NA,"NA","NA","NA",NA,"Other",NA,11923,99.1948335150549,"High quality"
"42_2020","1","aqp16","1",NA,"Zoonotic Disease Research Laboratory",NA,NA,"Nanopore","rabvPeru2","V2","Minion","FAY26929","Unknown","Amplicon","barcode03",NA,"Single run",NA,"8551","8194","304.3450474","207.5063933","248","0","1113","11881","11877","11691","10111","No",NA,11592,"42_2020__aqp16__instance1.fasta",NA,NA,NA,NA,NA,NA,"Brain","RNAshield","PER: Peru","NA","Unknown",NA,"NA","NA","NA",NA,"Other",NA,11923,97.2238530571165,"High quality"
"44_2016","1","aqp17","1",NA,"Zoonotic Disease Research Laboratory",NA,NA,"Nanopore","rabvPeru2","V2","Minion","FAY26929","Unknown","Amplicon","barcode09",NA,"Single run",NA,"84294","80975","3571.040426","2070.066062","3289","0","10248","11888","11879","11878","11877","No",NA,11827,"44_2016__aqp17__instance1.fasta",NA,NA,NA,NA,NA,NA,"Brain","RNAshield","PER: Peru","NA","Unknown",NA,"NA","NA","NA",NA,"Other",NA,11923,99.1948335150549,"High quality"
"46_2017","1","aqp19","1",NA,"Zoonotic Disease Research Laboratory",NA,NA,"Nanopore","rabvPeru2","V2","Minion","FAY26752",NA,"Amplicon","barcode10",NA,NA,NA,"32951","31755","1715.449384","738.8877084","1628","0","4248","11882","11880","11878","11877","No",NA,11827,"46_2017__aqp19__instance1.fasta",NA,NA,NA,NA,NA,NA,"Brain","RNAshield","PER: Peru","NA","Unknown",NA,"NA","NA","NA",NA,"Other",NA,11923,99.1948335150549,"High quality"
"46_2019","1","aqp18","1",NA,"Zoonotic Disease Research Laboratory",NA,NA,"Nanopore","rabvPeru2","V2","Minion","FAY28417","Unknown","Amplicon","barcode04",NA,"Single run",NA,"64052","61402","2671.599262","1661.169743","2466","0","7963","11904","11880","11878","11877","No",NA,11827,"46_2019__aqp18__instance1.fasta",NA,NA,NA,NA,NA,NA,"Brain","RNAshield","PER: Peru","NA","Unknown",NA,"NA","NA","NA",NA,"Other",NA,11923,99.1948335150549,"High quality"
"47_2019","1","aqp17","1",NA,"Zoonotic Disease Research Laboratory",NA,NA,"Nanopore","rabvPeru2","V2","Minion","FAY26929","Unknown","Amplicon","barcode12",NA,"Single run",NA,"29995","29480","1049.161285","731.1612713","979","0","3458","11882","11877","11691","11464","No",NA,11592,"47_2019__aqp17__instance1.fasta",NA,NA,NA,NA,NA,NA,"Brain","RNAshield","PER: Peru","NA","Unknown",NA,"NA","NA","NA",NA,"Other",NA,11923,97.2238530571165,"High quality"
"48_2019","1","apq21","1","2025-09-27","Zoonotic Disease Research Laboratory",NA,NA,"Nanopore","rabvPeru2","V2","Minion","FAY40750",NA,"Amplicon","barcode06",NA,NA,NA,"144544","141184","7348.04982","4425.432987","7184","0","22687","11904","11881","11878","11877","No",NA,11827,"48_2019__apq21__instance1.fasta",NA,NA,NA,NA,NA,NA,"Brain","RNAshield","PER: Peru","NA","Unknown",NA,"NA","NA","NA",NA,"Other",NA,11923,99.1948335150549,"High quality"
"51_2018","1","aqp20","1","9/28/25","Zoonotic Disease Research Laboratory",NA,NA,"Nanopore","rabvPeru2","V2","Minion","FAY41370",NA,"Amplicon","barcode01",NA,NA,NA,"59097","57187","2165.645559","1565.948419","1906","0","8306","11887","11880","11878","11877","No",NA,11827,"51_2018__aqp20__instance1.fasta",NA,NA,NA,NA,NA,NA,"Brain","RNAshield","PER: Peru","NA","Unknown",NA,"NA","NA","NA",NA,"Other",NA,11923,99.1948335150549,"High quality"
"52_2018","1","aqp16","1",NA,"Zoonotic Disease Research Laboratory",NA,NA,"Nanopore","rabvPeru2","V2","Minion","FAY26929","Unknown","Amplicon","barcode22",NA,"Single run",NA,"5982","4944","201.6538623","145.9743046","163","0","839","11882","11842","11565","8917","No",NA,11272,"52_2018__aqp16__instance1.fasta",NA,NA,NA,NA,NA,NA,"Brain","RNAshield","PER: Peru","NA","Unknown",NA,"NA","NA","NA",NA,"Other",NA,11923,94.5399647739663,"High quality"
"52_2021","1","aqp12","1",NA,"Zoonotic Disease Research Laboratory",NA,NA,"Nanopore","rabvPeru2",NA,"Minion",NA,"Unknown","Amplicon",NA,NA,NA,NA,"47951","47951","3833.132852","1027.396091","3800","0","7109","11896","11889","11879","11878","No","PP965343.1",10565,"52_2021__aqp12__instance1.fasta",NA,"2",NA,NA,NA,NA,"Brain","RNAshield","PER: Peru","NA","Unknown",NA,"NA","Positive","NA","Positive","Other","labid is epi caseid",11923,88.6102490983813,"Usable"
"54_2024","1","aqp16","1",NA,"Zoonotic Disease Research Laboratory",NA,NA,"Nanopore","rabvPeru2","V2","Minion","FAY26929","Unknown","Amplicon","barcode06",NA,"Single run",NA,"22405","21647","1032.125807","442.547335","1057","0","2436","11888","11878","11877","11877","No",NA,11827,"54_2024__aqp16__instance1.fasta",NA,NA,NA,NA,NA,NA,"Brain","RNAshield","PER: Peru","NA","Unknown",NA,"NA","NA","NA",NA,"Other",NA,11923,99.1948335150549,"High quality"
"56_2021","1","aqp14","1",NA,"Zoonotic Disease Research Laboratory",NA,NA,"Nanopore","rabvPeru2",NA,"Minion","FAS90955","Unknown","Amplicon",NA,NA,NA,NA,"70889","70889","2336","1445","2165","0","7476","11887","11881","11878","11689","No","PP965358.1",11580,"56_2021__aqp14__instance1.fasta",NA,NA,NA,NA,NA,NA,"Brain","RNAshield","PER: Peru","NA","Unknown",NA,"NA","Positive","NA","Positive","Other",NA,11923,97.1232072464984,"High quality"
"56_2023","1","aqp20","1","9/28/25","Zoonotic Disease Research Laboratory",NA,NA,"Nanopore","rabvPeru2","V2","Minion","FAY41370",NA,"Amplicon","barcode17",NA,NA,NA,"67626","65574","2597.220247","1635.620871","2163","0","8370","11895","11879","11877","11877","No",NA,11827,"56_2023__aqp20__instance1.fasta",NA,NA,NA,NA,NA,NA,"Brain","RNAshield","PER: Peru","NA","Unknown",NA,"NA","NA","NA",NA,"Other",NA,11923,99.1948335150549,"High quality"
"57_2017","1","apq21","1","2025-09-27","Zoonotic Disease Research Laboratory",NA,NA,"Nanopore","rabvPeru2","V2","Minion","FAY40750",NA,"Amplicon","barcode18",NA,NA,NA,"211594","208113","8861.43068","5777.754094","7220","0","28170","11888","11882","11877","11877","No",NA,11827,"57_2017__apq21__instance1.fasta",NA,NA,NA,NA,NA,NA,"Brain","RNAshield","PER: Peru","NA","Unknown",NA,"NA","NA","NA",NA,"Other",NA,11923,99.1948335150549,"High quality"
"57_2022","1","aqp19","1",NA,"Zoonotic Disease Research Laboratory",NA,NA,"Nanopore","rabvPeru2","V2","Minion","FAY26752",NA,"Amplicon","barcode16",NA,NA,NA,"17","13","0.477396628","0.940106145","0","0","4","3141","0","0","0","No",NA,0,"57_2022__aqp19__instance1.fasta",NA,NA,NA,NA,NA,NA,"Brain","RNAshield","PER: Peru","NA","Unknown",NA,"NA","NA","NA",NA,"Other",NA,11923,0,"Low coverage"
"61_2021","1","aqp14","1",NA,"Zoonotic Disease Research Laboratory",NA,NA,"Nanopore","rabvPeru2",NA,"Minion","FAS90955","Unknown","Amplicon",NA,NA,NA,NA,"70413","70413","2947","1222","2857","0","6630","11885","11880","11878","11877","No","PP965346.1",11826,"61_2021__aqp14__instance1.fasta",NA,NA,NA,NA,NA,NA,"Brain","RNAshield","PER: Peru","NA","Unknown",NA,"NA","Positive","NA","Positive","Other",NA,11923,99.1864463641701,"High quality"
"68_2021","1","aqp12","1",NA,"Zoonotic Disease Research Laboratory",NA,NA,"Nanopore","rabvPeru2",NA,"Minion",NA,"Unknown","Amplicon",NA,NA,NA,NA,"245893","245893","10764.67131","4168.783837","10208","0","20454","11911","11889","11880","11878","No","PP965356.1",10563,"68_2021__aqp12__instance1.fasta",NA,"3",NA,NA,NA,NA,"Brain","RNAshield","PER: Peru","NA","Unknown",NA,"NA","Positive","NA","Positive","Other","labid is epi caseid",11923,88.5934747966116,"Usable"
"69_2016","1","aqp16","1",NA,"Zoonotic Disease Research Laboratory",NA,NA,"Nanopore","rabvPeru2","V2","Minion","FAY26929","Unknown","Amplicon","barcode17",NA,"Single run",NA,"20893","20340","744.3314602","474.7292084","692","0","2284","11884","11878","11691","11368","No",NA,11592,"69_2016__aqp16__instance1.fasta",NA,NA,NA,NA,NA,NA,"Brain","RNAshield","PER: Peru","NA","Unknown",NA,"NA","NA","NA",NA,"Other",NA,11923,97.2238530571165,"High quality"
"69_2022","1","aqp19","1",NA,"Zoonotic Disease Research Laboratory",NA,NA,"Nanopore","rabvPeru2","V2","Minion","FAY26752",NA,"Amplicon","barcode17",NA,NA,NA,"48149","47559","1829.425983","1421.248643","1564","0","6373","11882","11877","11875","11288","No",NA,11558,"69_2022__aqp19__instance1.fasta",NA,NA,NA,NA,NA,NA,"Brain","RNAshield","PER: Peru","NA","Unknown",NA,"NA","NA","NA",NA,"Other",NA,11923,96.9386899270318,"High quality"
"71_2021","1","aqp12","1",NA,"Zoonotic Disease Research Laboratory",NA,NA,"Nanopore","rabvPeru2",NA,"Minion",NA,"Unknown","Amplicon",NA,NA,NA,NA,"328914","328914","13187.95999","5130.466356","12172","0","25473","11918","11892","11883","11879","No","PP965350.1",10564,"71_2021__aqp12__instance1.fasta",NA,"4",NA,NA,NA,NA,"Brain","RNAshield","PER: Peru","NA","Unknown",NA,"NA","Positive","NA","Positive","Other","labid is epi caseid",11923,88.6018619474964,"Usable"
"73_2015","1","aqp18","1",NA,"Zoonotic Disease Research Laboratory",NA,NA,"Nanopore","rabvPeru2","V2","Minion","FAY28417","Unknown","Amplicon","barcode23",NA,"Single run",NA,"47650","45067","2319.141994","1159.990838","2076","0","6483","11886","11880","11878","11877","No",NA,11827,"73_2015__aqp18__instance1.fasta",NA,NA,NA,NA,NA,NA,"Brain","RNAshield","PER: Peru","NA","Unknown",NA,"NA","NA","NA",NA,"Other",NA,11923,99.1948335150549,"High quality"
"73_2021","1","aqp12","1",NA,"Zoonotic Disease Research Laboratory",NA,NA,"Nanopore","rabvPeru2",NA,"Minion",NA,"Unknown","Amplicon",NA,NA,NA,NA,"42452","42452","3467.474126","812.2543134","3384","0","5657","11889","11880","11878","11878","No","PP965370.1",10564,"73_2021__aqp12__instance1.fasta",NA,"5",NA,NA,NA,NA,"Brain","RNAshield","PER: Peru","NA","Unknown",NA,"NA","Positive","NA","Positive","Other","labid is epi caseid",11923,88.6018619474964,"Usable"
"75_2021","1","aqp17","1",NA,"Zoonotic Disease Research Laboratory",NA,NA,"Nanopore","rabvPeru2","V2","Minion","FAY26929","Unknown","Amplicon","barcode21",NA,"Single run",NA,"12515","11273","394.9473287","352.16553","317","0","1451","11884","11161","10946","8955","No",NA,10532,"75_2021__aqp17__instance1.fasta",NA,NA,NA,NA,NA,NA,"Brain","RNAshield","PER: Peru","NA","Unknown",NA,"NA","NA","NA",NA,"Other",NA,11923,88.3334731191814,"Usable"
"77_2021","2","aqp20","2","9/28/25","Zoonotic Disease Research Laboratory",NA,NA,"Nanopore","rabvPeru2","V2","Minion","FAY41370",NA,"Amplicon","barcode21",NA,NA,NA,"1116","1064","33.98314183","53.62351877","7","0","253","11182","8107","4780","877","No",NA,3925,"77_2021__aqp20__instance2.fasta",NA,NA,NA,NA,NA,NA,"Brain","RNAshield","PER: Peru","NA","Unknown",NA,"NA","NA","NA",NA,"Other",NA,11923,32.9195672230143,"Low coverage"
